Country/Region,Population,Area,Maximum,"Per 100,000 inh.",% Confirmed,Blank 2,Comments,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26
US Kentucky,4467673,102269,127845,2861.5567880639,0.7695062568,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5.5,5,6,7,12,11,9,15,16,17,59,59,65,92,125,158,212,300,342,376,476,558,641,694,773,807,854,978,1161,1502,1566.5,1635,1755,1835,1985,2056,2189,2274,2459,2707,2789,2917,3090,3187,3481,3601,3770,3835,4054,4213,4380,4547,4670.5,4796,4879,5456,5558,5743,5897,6049,6167.5,6286,6453,6680,6816,7026,7257,7439.5,7627,7722,7817,7820,7956,8101,8267.6666666667,8431.3333333333,8593,8637.5,8691,8965,9205,9541,9673,9892,10185,10455,10763,10855.5,10950,11171,11345,11399,11642,11892,11988,12087,12264,12423,12616,12869,13045,13165,13246,13539,13755,14005,14239,14423.5,14607,14718,14989,15197,15429,15718,15967.6666666667,16223.3333333333,16481,16845,17242,17561,17979,18425,18689,18944,19504,19953,20352,20870,21444,22419,22670,23309,23788,24387,25167,25992,26306,26826,27343,27937,28590,29347,29913,30372,30690,31367,31899,32398,32932,33714,34101,34369,34898,36043,36776,37380,38009,38385,38758,39351,39960,40650,41278,41904,42533,42903,43571,44217,44943,45713,46520,46972,47331,48111,48909,49792,50576,51356,51663,51952,52200,52853,53635,54555,55261,55788,56120,56830,57590,58179,58931,59901,60333,60703,61513,62294,62924,63824,64787,65239,65684,66587,67564,68432,69427,70689,71300,71832,72852,75224,76075,77060,78041,78885,79520,80263,81571,82734,84030,85312,86118,86755,88041,89482,90765,92204,93919,95377,96290,98047,99890,101683,103595,105561,106981,108006,109682,111297,113535,115743,117878,119051,120775,122837,125509,127845
US Louisiana,4648794,111898,192181,4133.9969032829,0.8517226708,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,103,171,360,660,806,1143,1603,1991,2509,2700,3141,4224,5321,7994,9084,11229,11714,13539,14879,15557,16743,17652,18370,18925,19319,19760,20149,20670,21191,21630,21959,22459,22739,23143,23531,23913,24245,24487,24760,24939,25279,25584,26263,26661,26849,27110,27415,27791,28023,28187,28749,28910,29125,29349,29940,30749,31071,31332,31641,31908,32203,32446,33621,34013,34115,34233,34865,35097,35529,35815,36193.5,36573,36902,37323,37704,38071,38500,38905,39382,39711,39933,40478,40878,41308,41805,43093,43420,43973,44485,45396,45319.5,45237,46107,46490,46943,48276,49138,50060,51389,52099.5,52820,53658,54650,56717,58076,59780,60748.5,61683,62755,64655,66481,68308,70921,73088,74359,76041,78230,80248,82486,84641,86199,87699,90868,92532,95258,97504,99527,101447,103311,105630,106725,108412,110079,111850,113583.5,115240,116320,119907,121334,122609,124059,125385.5,126653,127197,128328,129453,130565,131833,132423.5,132987,133535,134141,134899,135800,136685,137296.5,137850,138461,138998,140521,141177,141742,142554,143333,143642,144305,145440,146236,147029,147726.5,148398,148698,148943,150483,150931,151665,152305.5,152925,153402,153763,154354,154824,155777,156245,156681,156915,157661,158265,158837,159517,159978.5,160420,160646,161169,161763,162302,163099,163545.5,163969,164171,164697,166835,167350,167586,168176.5,168750,168793,169457,170319,171044,171807,172378.5,172943,173136,173818,175157,175909,176587,177073,177539,177754,178666,179764,180119,180528,181063.5,181588,181856,182992,183980,184646,185482,186115,186721,187088,188379,190266.5,192181
US Maine,1344212,79883,8205,610.3947889172,0.7283621838,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,14,27,36,46,48,63,79,97,113,135,139,151,192,234,256,283,320,349,403,424,436,464,483,498,516,539,566,583,647,683,718,743,772,791,810,818,827,845,875,902,926,951,958,975,990,1026,1054,1082,1115,1134,1153,1181,1257,1299,1331,1358,1384,1398,1434,1481,1518,1559,1598,1624,1647,1724,1782,1850,1915,1956,1975,2009,2037,2089,2126,2182,2225,2248,2276,2316,2344,2380,2422,2468,2486,2504,2534,2564,2618,2653,2689,2705,2714,2731,2773,2808,2831,2848,2862,2884,2907,2959,2991,3042,3077,3105,3139,3180,3214,3258,3280,3298,3306,3322,3342,3368,3381,3401,3420,3439,3445,3457,3476,3513,3523,3564,3587,3600,3606,3613,3633,3665,3689,3707,3712,3740,3762,3786,3810,3831,3843,3848,3865,3869,3885,3896,3911,3918,3919,3938,3957,3983,4012,4036,4065,4081,4101,4120,4151,4183,4201,4222,4234,4255,4280,4302,4354,4376,4390,4411,4429,4479,4494,4528,4543,4561,4573,4594,4620,4652,4694,4723,4763,4777,4800,4820,4863,4893,4937,4964,5004,5029,5073,5092,5117,5145,5157,5194,5248,5287,5323,5340,5373,5399,5419,5458,5493,5520,5550,5577,5606,5634,5670,5690,5719,5766,5792,5814,5841,5877,5914,5945,5985,6049,6101,6155,6229,6308,6408,6505,6550,6634,6760,6907,7089,7271,7429,7517,7711,7871,8012,8205
US Maryland,6045680,25142,155353,2569.6530415106,0.8155869383,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,7,9,7,2,14,33,43,65,89,122,150,189,232,359,519,694,904,1029,1239,1516,1832,2217,2543,2983,3362,3639,4750,5354,6069,6746,7224,7891,8373,8864,9558,10296,10985,11458,12260,12717,13255,14157,14973,16074,16842,17699,18279,18968,19807,21481,22433,23372,24286,24953,25965,27153,28211,29228,30246,30994,31644,32354,33402,34448,35406,36208,37137,38900,39657,40863,41722,42755,43564,44376,44876,45579,46834,48088,49089,49839,50380,51193,51986,52842,53740,54430,54907,55330,55812,56357,57068,57471,58148,58533,58857,59219,59764,60017,60325,60720,61063,61357,61741,62062,62489,62812,63140,63458,63929,64225,64577,65076,65602,65973,66255,66522,66994,67456,68038,68488,69034,69669,70080,70802,71538,72176,72878,73700,74616,75162,76015,76636,77285,78201,79477,80163,81285,81920,82673,83557,84715,85729,86635,87503,88204,88765,89336,90132,90896,91812,92564,93136,93667,94438,95139,95947,96460,96960,97474,97883,98451,99110,99727,100303,100865,101239,101670,102239,102836,103458,103953,104410,105014,105464,106151,106962,107731,108240,109000,109344,109673,110169,110807,111608,112175,112708,113299,113939,114570,115112,115787,116198,116607,116945,117324,117821,118369,118977,119404,119877,120299,120703,121482,122190,122783,123253,123750,124154,124606,125355,126081,126704,127261,127762,128235,128803,129421,130192,130980,131505,131999,132582,133064,133797,134497,135286,136067,136623,137508,138176,139126,140041,140988,141843,142686,143431,144415,145592,147107,148500,149562,150923,152228,153905,155353
US Massachusetts,6892503,20202,169585,2460.426930536,0.7902597463,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,122,177,230,545,1124,1593,2319,3212,3800,4442,5192,6137,7200,8481,9654,10256,11436,12655,14095,16074,18001,19889,22482,23791,24956,26565,28930,31409,33681,35816,37326,38956,40493,43440,46267,48508,49959,51354,53161,54950,56723,58719,60558,62290,63225,64333,65959,67573,69105,70439,71421,72046,72859,73950,75542,76703,78165,79164,80017,80840,81818,82883,83654,84373,85359,85918,86285,86766,87403,87974,88725,89341,93158,93498,93858,94293,94757,95304,95578,95752,95999,96218,96704,97046,97354,97543,97595,97831,98070,98290,98501,98764,98878,99012,99226,99368,99569,99774,100133,100342,100438,100542,100775,100958,101226,101419,101543,101704,101888,102134,102413,102612,102888,103068,103291,103579,103767,103986,104270,104612,104896,105141,105376,105661,105956,106276,106547,106902,107185,107431,107915,108308,108808,109222,109629,109824,110364,110767,110986,111390,111790,112119,112367,112747,113013,113312,113508,113861,114151,114353,114524,115355,115651,116116,116244,116566,116889,117279,117610,117958,118404,118834,119019,119314,119663,111886,112286,112489,112901,113252,113474,113634,113796,114184,114613,115149,115422,115665,115970,116243,116648,117092,117674,118030,118266,118431,118955,119428,119904,120463,121038,121455,121954,122469,123198,123929,124580,125210,125709,126199,126712,127126,127871,128501,129039,129782,130524,131068,131628,132371,132939,133647,134465,135429,136104,137130,138179,139359,140416,141614,142853,143996,145322,146881,148283,149378,150209,151225,152892,154726,156805,159088,160887,162196,164330,166937,169585
US Michigan,9986857,146435,250013,2503.4202452283,0.7093915723,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,48,69,90,127,165,215,315,442,616,838,1149,1445,1837,2458,3108,3855,4475,5301,5993,6672,7771,8706,9735,10719,11882,12784,13535,14972,16122,17574,18535,19595,20474,21222,22438,23493,24462,25385,26354,27051,27630,28554,29366,30198,31021,31800,32450,32916,33772,34808,35866,36769,37743,38227,38708,39570,40350,41256,42227,42915,43315,43633,44382,45027,45617,46176,46763,47120,47393,48326,49938,50731,51285,51909,52221,52460,52969,53707,54267,54709,55166,55377,55530,55690,56124,56509,56812,57126,57308,57552,57796,58069,58346,58555,58754,58827,58879,59007,59058,59068,59316,59538,59683,59896,59924,60076,60299,60586,60882,61327,61493,61736,61946,62293,62718,63044,63366,63632,63902,64402,64759,65330,65820,66217,66575,66896,67518,68163,68668,69285,69970,70376,70793,71443,72491,73396,74143,74881,75411,75932,76588,77252,77925,78548,79346.5,80142,80647,81425,82435,83226,84008,84746,85169,85782,86567,87275,88022,88836,89536,90067,90643,91529,91999,93150,94012,95070,95511,95996,96636,97310,97827,98533,99238,100002,100876,101826,102593,103449,104236,104920,105615,106104,106888,107525,108287,109341,110222,110828,111422,111905,112850,113827,115224,116014,116628.5,117236,117897,118659,119620,120390,120963,121750.5,122523,123196,124090,125144,126177,127154,127818.5,128477,129565,130746,131710,132679,133954,134681.5,135363,136495,137674,139029,140332,141942,142908,143844,145277,146849,149260,151454,153088,154756,156407,158233,160090,162243,164242,167667,169695.5,171661,174250,177798,181858,185080,189030,192490,195895,199252,203587,209546,213735,220128,224780.5,229368,236158,242702,250013
US Minnesota,5639632,206232,198420,3518.3146701771,0.6858553143,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,10,20,41,58,85,119,169,234,252,269,281,303,320,363,410,463,515,583,623,655,753,837,886,962,1008,1037,1083,1187,1272,1355,1437,1511,1562,1592,1726,1864,2002,2143,2297,2393,2495,2762,2997,3273,3762,4254,4569,4934,5596,6174,6830,7453,8044,8362,8680,9495,10119,10724,11510,12189,12460,12674,13489,14135,14830,15588,16357,16669,16966,17927,18760,19512,20456,21215,21584,21924,22316,23080,23721,24279,24708,24867,24993,25562,26032,26532,26914,27295,27449,27576,28020,28441,28767,28977,29017,29013,29011,29223,29406,29814,30180,30528,30964,31412,31716,31955,32240,32595,33083,33496,34009,34319,34755,35158,35644,36051,36302,36555,36984,37545,37997,38562,39161,39960,40667,41156,41550,42113,42713,43373,43824,44550,45451,45797,46291,47044,47807,48602,49455,50102,50574,51223,51961,52724,53443,54195,54802,55395,55995,56849,57386,58294,59085,59699,60014,60461,61138,61864,62550,63287,63850,64189,64736,65419,66234,66964,67675,68386,68793,69315,70454,71291,72299,73218,73890,74376,75100,76129,76964,77865,78570,79204,79577,79831,80209,80670,81532,82251,82882,83279,83724,84620,85695,86595,87884,88806,89282,89946,90852,92015,93475,94540,95441,96243,96954,98001,99154,100570,101592,102560,103494,104370,105621,106998,108500,109919,111086,112206,113556,114687,116959,118633,120337,121955,123032,124061,125597,127272,129497,131146,132697,134838,136690,139518,142626,145598,147767,150703,154153,157913,161783,167157,171753,177621,181523,186378,191195,198420
US Mississippi,2976149,121531,126902,4263.9666226389,0.8610413755,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,24,51,105,164,198,261,310,409,497,570,662,749,826,951,1048,1218,1303,1479,1569,1732,1810,2059,2260,2421,2554,2713,2848,3110,3363,3512,3683,3971,4202,4374,4520,4757,5025,5297,5481,5659,5885,6104,6335,6719,6931,7029,7349,7653,7854,8106,8494,8762,8876,9039,9256,9420,9790,10091,10400,10562,10693,10937,11185,11428,11821,12202,12435,12621,12894,13176,13504,13909,14340,14610,14857,15105,15384,15622,15821,15831,16332,16790,17136.5,17472,17771,18069,18313,18477,18740,19079,19559,19878.2,20207.4,20521.6,20846.8,21173,21740,22236,23312,23851,24301,24643,25317,25975,26610,27462,28390,29328,29545,29899,30825,31465,32155,33159,33939,34792,35179,35999,37004,38186,39166,40153,40935,42178,43771,45267,46228,47815,49223,50408,51045,52355,53815,55568,56704,57801,58469,59030,60071,61281,62210,63222,64409,64933,65401,65978,67001,67587,68517,69328,69695,69939,70714,72029,72913,73765,74699,75310,75820,76621,77487,78039,78624,79344,79979,80244,80850,81609,82336,83159,83669,84078,84320,84533,84935,85448,86281,86709,86955,87097,87566,88265,88956,89512,90076,90351,90543,91008,91522,92236,92952,93581,93758,93948,94523,95050,95734,96398,96996,97317,97532,98270,99018,99588,100443,101383,101677,101965,102658,103515,104829,105927,106672,106951,107244,107938,108726,109676,110457,111655,111982.5,112320,113137,114120,115073,115817,116620,116957,117320,117928,118674,120268,121212,122228,123013,123529,124409,125649,126902
US Missouri,6137428,178040,221563,3610.030129885,0.7712897241,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,49,56,144,216.5,298,425,573,729,824.5,917,1194,1434,1682,1948,2116,2191,2545,2848,3119,3321,3537,3751,3886,4100,4372,4577,4782,4946,5166,5315,5449,5564,5741,5903,6176,6354,6515,6683,6779,6883,7000,7259,7565,7792,8149,8300,8471,8680,8818,8990,9163,9233,9320,9446,9610,9718,9904,10017,10172,10297,10446,10554,10759,10943,11179,11348,11451,11644,11813,11923,12083,12268,12447,12693,12858,13111,13305,13487,13597,13773,13952,14212,14408,14595,14814,15002.5,15191,15399,15608,15886,16175,16563,16975,17115,17463.5,17822,18370,18863,19192,19506,19960,20458,20825,21170,21709,22085,22307,22724,23486,24045,24820,25388,25951,26246,26689,27613,28494,29189,30045,30995,31841,32369,33496,34791,36420,38051,39408,40626,41743,43511,45427,47509,48988,49912,50473,51491,52678,53907,54966,55960,56812.3333333333,57669.6666666667,58528,59495,61081,62347,63806,64901,65967,67093,67879,69133,70188,71402,72618,73417,74285,74975,76389,77883,79291,80486,81950,82983,84023,85474,86853,88435,90409,91639,92533,93249,94528,95639,97166,99071,100684,102015,103310,104469,106206,107985,109347,110671,112133,113166,114710,116052,117903,119592,120984,122264,122340,123693,125470,126938,128525,129849,130828,131968,133010,134499,136476,141429,142537.25,143644.5,144728.75,145809,147655,149646,151904,153670,155070,156561,157781,159617,161403,164302,166342,167869,169418,171309,174354,176841,179813,182161,184800,186971,189546,193069,196970,201511,205638,208880,212947,216992,221563
US Montana,1068778,376962,42373,3964.6212777583,0.7099795583,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,3.5,4,5,7,11,15,25,28,40,47,65,102,123,148,164,177,201,220,235,255,276,289,307,318,340,351,363,373,380,384,388,399,406,410,417,419,421,423,426,428,429,432,433,435,436,437,438,439,440,441,440,440.6666666667,441.3333333333,442,442.3333333333,442.6666666667,443,444,445,447,449,451,452,453,454,461,462,461.3333333333,461.6666666667,462,462.3333333333,462.6666666667,463,467,475,487,496,500,504,505,519,521,520,525,527,533,540,542,551,566,579,587,592,608,633,643,675,694,717,720,743,778,801,823,834,887,933,982,1048,1091,1130,1175,1210,1287,1329,1423,1547,1631,1712,1796,1901,2042,2176,2306,2410,2472,2557,2648,2748,2845,2969,3185,3267,3306,3398,3596,3733,3884,3999,4111,4151,4230,4345,4513,4668,4799,4862,4926,5007,5170,5309,5441,5555,5646,5688,5741,5847,5961,6102,6260,6312,6371,6505,6663,6806,6932,7118,7205,7283,7369,7550,7728,7873,8008,8107,8156,8218,8303,8498,8615,8754,8848,8933,9067,9251,9466,9685,9977,10112,10239,10508,10719,11045,11358,11698,11897,12201,12507,12846,13270,13620,14116,14394,14606,15095,15788,16399,17117,17823,18405,18822,19306,19885,20596,21231,21858,22445,23004,23694,24308,25233,26084,26697,27424,28044,28884,29494,30381,31439,32287,32975,33730,34616,35394,36407,37380,38348,39076,39439,40521,41418,42373
US Nebraska,1934408,198974,88964,4599.0297806874,0.7408974316,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,10,13,12,15,16,18,20,22,26,32,40,42,42,49,59,70,79,91,128,154,190,225,255,297,335,381,414,481,522,588,650,738,758,816,846,884,996,1065,1211,1396,1570,1640,1727,2034,2329,2636,2930,3258,3271,3677,4168,4719,5203,5787,5958,6306,6633,7047,7684,8087,8165,8422,8539,8912,9252,9602,10050,10178,10447,10665,10935,11239,11476,11801,11946,12167,12428,12781,13049,13438,13689,13885,14125,14380,14632,14877,15135,15299,15390,15503,15627,15768,16055,16247,16366,16458,16582,16757,16950,17133,17307,17423,17526,17674,17810,17939,18062,18238,18490,18614,18754,18891,19019,19153,19359,19526,19628,19740,19891,20114,20307,20461,20682,20856,21082,21396,21655,21806,22029,22149,22251,22515,22858,23151,23478,23829,24050,24273,24551,24806,25066,25406,25850,26030,26341,26594,26810,27118,27448,27728,27869,28054,28313,28647,28858,29269,29596,29849,29980,30166,30426,30641,30944,31222,31376,31485,31643,31942,32306,32671,33002,33319,33612,33852,34138,34556,35027,35219,35363,35444,35523,36016,36455,36911,37373,37639,37865,38170,38492,38941,39428,39894,40300,40582,40885,41278,41771,42217,42643,43077,43544,44056,44517,45034,45650,46430,46855,47259,47705,48192,48820,49472,50553,51292,51786,52236,52923,53839,54791,56068,56682,57414,58161,58749,59639,60611,61809,62512,63094,63789,64646,65814,67394,68870,69953,70887,71823,73244,75062,77158,79796,81490,83060,84617,86783,88964
US Nevada,3080156,284332,112787,3661.7301201627,0.7790179651,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,17,31,36,33,50,50,54,78,111,187,220,310,415,496,610,863,972,1129,1300,1352,1574,1664,1773,1894,2117,2246,2368,2471,2601,2726,2837,2954,3052,3247,3345,3441,3538,3640,3770,3888,4070,4205,4263,4346,4455,4543,4640,4859,4942,5048,5108,5204,5270,5369,5484,5624,5690,5742,5899,5978,6074,6179,6270,6413,6461,6594,6711,6795,6941,7233,7305,7410,7525,7639,7733,7875,8017,8114,8205,8345,8445,8601,8775,8969,9157,9294,9538,9670,9904,10178,10446,10673,10775,11151,11331,11551,11958,12401,12671,12998,13449,14039,14908,15281,15747,16567,17301,17844,18483,19107,20081,20929,21771,22261,23109,23597,24195,25186,26106,26949,27776,28860,29688,31114,32465,33645,34933,35866,36666,37767,39019,39965,40867,41877,42868,43955,44810,45794,47043,48005,49133,50122,51077,51694,52385,53348,54222,55033,55772,56290,56798,57379,58462,59306,60003,60662,61326,61692,62221,63058,63681,64212,64617,65020,65254,65791,66413,67012,67456,67772,68151,68378,68717,69188,69574,70079,70436,70558,70702,70982,71233,71638,71952,72229,72447,72648,72992,73487,73799,74181,74413,74669,75171,75548,76096,76696,77067,77527,77921,78289,78712,79475,80001,80390,80725,81189,81615,82091,82855,83656,84031,84599,85079,85548,86200,86908,87875,88480,89059,89692,90250,91029,91821,92962,93852,94326,95049,95602,96674,97893,98855,99570,100197,101081,102146,103407,104940,106735,108005,108959,110257,111340,112787
