Country/Region,Population,Area,Maximum,"Per 100,000 inh.",% Confirmed,Blank 2,Comments,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26
US New Hampshire,1359711,23187,12956,952.8495393506,0.6900298253,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4.5,4,4.5,5,5.5,5,11,12,14,22,35,39,48,56,69,92,90,119,137,165,191,291,341.5,383,415,442,503,583,628,673,746,755.5,768,832,869,925,960,1079,1147,1215,1233.5,1258,1306,1405,1447.5,1477,1556,1599,1656,1731,1805,1868,1904,1987,2151,2258,2416,2440,2454,2550,2644,2739,2803,2951,2989.5,3025,3076,3232,3272,3314,3351,3407,3465,3603,3662,3806,3836,3863,3911,3937,3985,4078,4177,4227,4331,4365,4423,4465,4545,4682,4692,4704,4740,4789,4831,4844,4886,4932,4978,4987.5,4993,5063,5075,5110,5142,5163,5176,5187,5212,5284,5304,5326,5369,5380,5390,5408,5427,5462,5479,5499,5516,5532,5550,5568,5582,5615,5645,5659,5682,5702,5750,5768,5787,5809,5832,5844,5877,5899,5996,6017,6049,6081,6086.5,6091,6122,6190,6200.5,6211,6236,6266,6291,6314,6389,6402,6411,6432,6457,6490,6518.5,6548,6556,6572,6585,6604,6618,6639,6660,6674,6701,6717,6726,6760,6782,6811,6818,6839,6859,6884,6909,6930,6986,7009,7038,7056,7095.5,7135,7182,7213,7257,7275,7309,7341,7373,7419,7478,7504,7508,7544,7559,7595,7633.5,7666,7717,7752,7777,7808,7854,8069,8131,8178,8212,8263,8331,8408,8514,8619,8644.5,8668,8804,8871,8944,9032,9142,9211,9263,9345,9433,9508,9624,9749,9839,9908,10042,10149,10273,10386,10585,10715,10820,10946,11059,11302,11505,11733,11976,12187,12406,12634,12956
US New Jersey,8882190,19047,250061,2815.3079364436,0.7756763799,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,74,269,730,1510,2044,2433,4640,6304,8280,10302,13388,15037,18187,21101,25042,28985,32195,35572,38484,41162,44420,47702,50985,54582,57177,60989,62846,66653,69467,72195,75921,79364,82604,85761,89621,91658,94808,98172,100262,102718,104924,107060,109401,111814,114731,116173,118345,119474,121117,122788,124320,125713,127111,127857,128523,129600,130666,131744,132922,134601,135523,136797,137775,138940,139267,140246,141145,141724,142512,143632,144612,145273,146073,146494,147069,147550,147980,148751,149285,149541,149846,150089,150593,151040,151345,151750,151999,152202,152482,152716,153093,153424,153737,154023,154277,154543,154649,154928,155285,155528,155821,155892,156265,156501,156898,157265,157541,157902,158101,158345,158482,158659,159012,159332,159659,159865,160236,160581,160793,160832,161083,161046,161216,161498,161880,162115,162562,163066,163566,164011,164482,164942,165138,165818,166178,166497,166757,167103,167449,167817,168168,168534,168875,169130,169570,170023,170672,171232,171507,171516,171820,172146,172464,172557,172840,173252,173506,173729,174026,174303,174605,174954,175299,175585,175930,176251,176547,176922,177367,177689,177997,178327,178597,178912,179327,179795,180238,180529,180865,181291,181670,182234,182717,183174,183626,184016,184433,184836,185392,185936,186679,187374,187932,188381,189084,189692,190427,191372,191991,192499,193115,193605,194885,195740,196596,197343,197805,198779,199699,200662,201465,202388,203659,204848,205818,206832,207982,209014,210914,212039,213244,214870,216521,218052,220001,221338,223063,224417,226207,228602,230530,232668,235836,237834,239881,243611,246609,250061
US New Mexico,2096829,314161,59307,2828.4137619234,0.6604637178,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,10.5,11,15,19,23,29,36,47,50,53,71,87,96,117,172,217,233,250,279,327,359,444,490,569,628,729,794,1013,1048.5,1081,1146,1241,1297,1372,1474,1580,1659,1694,1815,1910,2041,2207,2340,2469,2526,2615,2755,2982,3169,3260,3473,3585,3761,3862,4008,4199,4371,4470,4546,4749,4887,5035,5168,5318,5496,5582,5734,5825,5942,6089,6238,6403,6547,6626,6726,6842,6944,7067,7193,7254,7360,7577,7688,7897,8208,8334,8471,8593,8629,8770,8882,9037,9130,9231,9352,9436,9565,9650,9749,9917,10052,10179,10319,10463,10659,10869,11076,11264,11434,11596,11719,11958,12211,12494,12685,12929,13139,13426,13655,13948,14166,14414,14672,14888,15209,15503,15814,16085,16317,16560,16859,17161,17494,17800,18107,18357,18812,19098,19441,19691,19897,20085,20302,20412,20617,20837,21039,21226,21372,21570,21697,21893,22061,22223,22393,22533,22638,22721,22792,22959,23160,23301,23502,23593,23662,23728,23919,24104,24224,24357,24460,24529,24630,24780,24976,25061,25201,25258,25293,25327,25411,25570,25698,25791,25891,25969,26048,26164,26317,26463,26622,26687,26789,26896,27091,27325,27585,27785,27933,28070,28239,28514,28739,29072,29367,29543,29697,30005,30422,30803,31281,31757,32016,32386,32733,33299,33964,34763,35325,35762,36266,36851,37656,38295,39080,39936,40745,41456,42025,42668,43728,44711,45282,46017,46868,47976,48961,49808,51069,52321,53498,54889,56119,57583,59307
US New York,19453561,122057,519213,2668.9869273805,0.8371716175,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,1779,4167,6791,11009,16117,20176,24542,30191,36793,43691,50128,56441,64961,72126,80189,90041,100342,108162,116342,124035,134014,144197,154350,163859,171728,177728,184570,195764,203963,211032,217823,223597,228097,232045,237339,242632,250545,260872,266567,270356,273261,277678,282202,286010,290499,293796,296224,298349,301002,304386,307212,309840,312004,313567,314921,317018,319329,322033,324384,326216,327412,328822,330291,332325,333979,335714,337256,338465,339488,340561,342291,343789,345133,346219,347132,348432,349456,350472,351522,352606,353372,354060,354716,355374,356092,356900,357800,358489,359102,359720,360276,360883,361671,362376,363032,363575,364161,364722,365456,366252,366949,367560,367941,368460,369076,369940,370848,371563,372083,372593,373179,373861,374432,375209,375926,376600,377146,378049,378874,379630,380401,381141,381637,382154,383006,383707,384512,385260,386005,386534,387140,387667,388375,389142,389782,390523,391048,391587,392325,392955,393653,394364,395063,395572,396041,396706,397398,398131,398855,399582,400181,400588,401240,401866,402460,403164,403815,404378,404784,405407,405970,406754,407385,408018,408710,409362,410105,410808,411694,412548,413347,414074,414593,415146,415717,416472,417345,418190,418909,419480,420244,420887,421772,422555,423533,424381,424946,425691,426347,427292,428194,429191,430052,430873,432051,433044,434413,436001,437723,438938,439856,441236,442589,444410,445991,447425,448556,449573,450950,452167,453608,455303,457084,458457,459441,460627,462638,464242,465861,467904,469517,470682,472641,474651,477121,479352,481377,483602,485209,487500,489590,492555,495729,499282,502679,505790,509704,514483,519213
US North Carolina,10488084,125920,298316,2844.3326731556,0.8609259291,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,7,8.5,10,12,19,28,27,32,53,81,118,160,224,264,352,451,571,689,855,959,1221,1390,1467,1726,1941,2238,2413,2691,3008,3184,3398,3639,4023,4221,4510,4682,4769,5087,5460,5720,6071,6334,6499,6743,7101,7525,8079,8283,8592,8991,9351,9894,10282,10857,11005,11187,11565,12056,12681,13140,13623,14020,14291,14580,15022,15680,16270,17105,17626,18125,18779,19183,19900,20652,21733,22226,22958,23111,23575,24348,25396,26569,27480,28145,28735,29609,30791,32058,33413,34326,35261,35909,36905,38197,39946,41364,42797,43777,44510,45482,46797,48448,49994,51405,52207,53033,54733,55722,57339,59038,60639,61974,63118,64945,66554,68635,70025,71349,72887,74207,75612,77623,79585,82015,83916,85738,87664,89401,91523,93553,95994,97809,99064,100851,102951,104801,106861,108932,110545,112166,113883,115601,117907,119835,121535,122872,124184,125765,126857,128802,130318,132245,133687,134309,135325,136455,138194,139518,141023,142260,142814,144038,145153,147101,149073,150752,152223,153499,154832,156027,158086,159468,162029,163075,164253,166313,167404,169029,171047,172580,173658,174672,175349,176216,177398,178877,180300,181495,182336,183393,184492,185997,187411,188619,189947,190744,191879,192808,194467,200584,202325,203610,204475,205321,206776,209035,210774,212957,213562,215815,217266,218937,221315,223317,225608,227314,228577,230270,232162,234656,237291,239347,241645,242782,244293,246085,248444,251126,253687,255492,257127,259223,261438,264315,267110,269879,271886,273214,275525,277904,280725,283590,286240,288305,289821,292368,295423,298316
US North Dakota,762062,178711,58493,7675.6221934698,0.7651945266,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,12,17,25,26,27,29,35,47,55,73,89,99,108,130,150,164,177,197,212,224,237,254,263,277,291,312,322,345,373,415,504,568,611,627,655,686,723,779,843,918,966,1004,1036,1072,1118,1156,1188,1229,1285,1333,1385,1425,1451,1477,1528,1598,1661,1712,1799,1850,1879,1935,2016,2107,2176,2225,2279,2316,2356,2371,2412,2452,2486,2509,2555,2576,2608,2634,2673,2744,2788,2806,2827,2866,2902,2937,2979,3001,3023,3045,3084,3113,3145,3170,3207,3232,3236,3280,3312,3340,3377,3412,3458,3496,3532,3574,3637,3694,3730,3763,3812,3881,3980,4064,4149,4240,4342,4395,4467,4567,4689,4805,4918,5025,5106,5265,5388,5510,5631,5771,5880,6030,6117,6189,6356,6488,6544,6671,6816,6937,7057,7206,7386,7477,7594,7762,7847,8046,8198,8321,8464,8523,8653,8841,9113,9343,9599,9738,9864,10094,10328,10659,10969,11342,11563,11676,11869,12129,12487,12829,13185,13484,13646,13716,13954,14287,14528,14995,15421,15654,15879,16142,16532,17039,17416,17767,18053,18291,18755,19217,19651,20146,20490,20737,21141,21569,21929,22393,22833,23249,23552,24049,24529,25046,25695,26283,26920,27386,27879,28569,29271,30117,30861,31578,32220,33233,33711,34584,35459,36394,37239,37744,38633,39388,40577,41913,43346,44473,45420,46566,47659,49181,50929,52531,53632,54778,55662,56693,58493
US Ohio,11689100,105829,268183,2294.299817779,0.7006868839,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,12,23,38,78,145,232,300,397,511,654,906,1159,1400,1659,1875,2186,2513,2894,3288,3572,3941,4225,4538,4856,5188,5539,5876,6222,6481,6854,7439,8105,9201,10564,11863,12590,12892,13423,13863,14256,14622,14968,15333,15820,16493,17162,17725,18289,18817,19249,19795,20295,21144,21741,22112,22790,23248,23677,24259,24823,25325,25768,26248,26694,27137,27828,28439,29038,29534,30073,30585,30982,31425,32058,32480,32956,33411,33753,34181,34649,35091,35414,35776,36133,36427,36820,37232,37636,38044,38341,38758,39147,39546,40219,40828,41355,41897,42610,43157,43768,44645,45606,46419,47251,47982,48720,49790,51063,52145,53051,53977,54767,55685,56946,58075,59559,60917,62285,63509,64613,65889,67159,68791,70307,71403,72629,73645,75146,76568,78094,79516,80404,81504,82789,84159,85871,87375,88263,89205,90131,91235,92398,93542,94720,95994,96870,97745,98830,100204,101350,102452,103548,104159,104924,105758,106705,107777,108798,109909,110543,111375,112197,113260,114474,115721,116929,117847,118738,120104,121212,122532,123836,125173,125943,126713,127357,128278,129371,130592,131828,132664,133738,134702,135714,136768,137691,138622,139384,140234,140903,141783,142761,143900,145012,145810,146797,147890,148954,150276,151755,152899,153840,154889,156216,157574,159101,160918,162252,163543,164962,166387,168409,170568,172700,174924,176484,178284,180266,182577,184969,187454,190300,192598,194707,197193,199724,203279,207082,209983,213278,216167,220366,224382,229280,234223,239743,244272,248954,255364,261082,268183
US Oklahoma,3956971,177660,143011,3614.1533511365,0.7757917349,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,21,30,39,85,168,234,283,333,382,457,596,748,852,1020,1112,1184,1308,1354,1505,1606,1674,1775,1872,1977,2049,2135,2235,2332,2361,2442,2560,2641,2757,2855,2923,2981,3006,3132,3195,3334,3463,3563,3684,3756,3833,3902,4026,4117,4179,4278,4300,4414,4530,4636,4757,4903,4976,5064,5150,5191,5336,5505,5615,5689,5742,5784,5874,5913,5979,6059,6147,6214,6329,6441,6541,6588,6635,6781,6836,6992,7108,7251,7471,7689,7846,8032,8258,8515,8959,9308,9639,10117,10334,10624,11103,11538,11927,12221,12522,12748,13329,13680,14101,14620,15194,15477,15910,16759,17419,18019,18608,19283,19739,20249,21229,22290,22905,23599,24507,24715,24882,25760,26718,27376,28516,29478,30682,32081,33157,33996,35102,35843,37074,37564,37937,38781,39865,40692,41540,42355,42840,43233,43984,44635,45325,46111,47001,47543,47911,48517,49102,49834,50900,51749,52312,52669,53318,53975,54674,55372,56454,57115,57828,58487,59194,60097,61101,62244,62661,63272,64091,64959,65719,66649,67655,68350,69216,70296,71253,72283,73523,74753,75755,76853,78006,79086,80159,81429,82415,83254,84090,85100,86067,87226,88405,89580,90146,90809,92155,93142,94343,95854,97376,98138,98933,100220,101329,102530,103982,105166,105954,106719,108173,109463,111070,112427,114256,115298,115955,116958,117682,118712,120002,121246,122583,123657,124982,126202,128285,130148,132380.5,134624,136806,138493,140654,143011
US Oregon,4217737,248608,52997,1256.526900563,0.7570351113,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9.5,7,11,13.5,18,20,23,23,29,57,67,92,111.5,134,164,176,235,283,370,431,496,553,635,678,762,829,927,994,1057,1103,1161,1238,1260,1284,1436,1492,1541,1562,1633,1681,1735,1801,1847,1889,1944,2006,2053,2126,2184,2224,2270,2312,2373,2442,2498,2543,2621,2699,2772,2844,2921,3013,3080,3138,3203,3268,3328,3390,3459,3470,3533,3569,3642,3658,3703,3725,3763,3785,3798,3869,3915,3958,4011,4067,4122,4153,4216,4287,4382,4473,4618,4730,4796,4865,5040,5175,5333,5434,5616,5891,6010,6157,6363,6537,6722,6868,7054,7220,7338,7586,7862,8107,8248,8412,8684,9045,9382,9673,9970,10133,10336,10548,10915,11172,11565,11881,12149,12502,12770,13193,13480,13824,14253,14519,14806,15055,15374,15756,16137,16402,16731,17048,17346,17748,18107,18431,18709,18978,19302,19571,19813,20222,20593,20855,21068,21346,21589,21862,22166,22564,22804,22992,23211,23402,23695,23946,24230,24456,24673,24905,25077,25264,25555,25788,26045,26202,26427,26554,26815,27080,27331,27518,27661,27823,27933,28115,28323,28610,28790,28937,29107,29291,29536,29779,30028,30229,30423,30732,30920,31271,31717,31982,32221,32395,32686,32901,33251,33546,33891,34150,34421,34707,34999,35470,35877,36282,36609,36812,37116,37489,37852,38260,38627,38841,39102,39435,39738,40100,40632,41010,41371,41702,42071,42486,43047,43636,44162,44668,45213,45682,46261,47031,47796,48768,49628,50329,51062,51903,52997
US Pennsylvania,12801989,115883,238643,1864.1087724728,0.7097105165,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,5,5,6,19,13,25,27,33,59,95,166,235,329,482,611,818,1349,1802,2257,2887,3563,4259,5158,6309,7664,9181,10398,11776,12995,14617,16807,18487,20118,21283,22602,23629,24295,25443,27087,28651,29840,30774,31516,32578,33637,35036,36361,37458,38319,39458,40423,41545,42629,43902,44849,45587,46333,47221,48046,49254,50220,51487,52015,52839,53433,54263,55158,56074,56679,57489,57999,58788,59575,60372,61052,61770,62233,62623,63355,63929,65177,65820,66331,66655,67234,67703,68199,68606,69287,69789,70137,70592,70948,71376,71420,71883,72219,72507,72834,73169,73524,74016,74517,74977,75432,75909,76379,76922,77490,78036,78592,79077,79675,80285,81101,81749,82368,82839,83286,84261,85085,85788,86775,87575,88148,88620,89525,90503,91270,92289,93037,93818,94529,95533,96152,97076,98274,99312,100111,100947,102032,102833,103669,104603,105471,106122,106687,107510,108191,108983,109721,110516,111274,111874,112676,113506,114486,115295,116129,116787,117171,117888,118437,119208,119891,120669,121288,121694,122244,122731,123336,124154,124997,125667,126156,126920,127708,128858,129728,130669,131335,131859,132336,133228,133798,134804,135702,135775,136956,138091,138848,139763,140504,141646,142362,142585,143402,144272,145098,145895,146888,147800,148458,149430,150556,151691,152827,153943.5,155043,155707,156710,157990,159336,160683,162396,163550,164631,165950,167204,168758,170302,172131,173395,174492,176017,177407,179423,181604,183607,185268,186671,189360,191529,193682,196293,198753,200624,202671,205516,208201,210985,214261,218184,221052,224426,228706,233273,238643
US Puerto Rico,3193694,8868,39383,1233.1488239011,0.8000446918,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,16,27,31,40,58,83,129,194,235,260,320,392,413,450,509,553,614,648,705,813,819,837,888,951,976,1023,1116,1155,1199,816,791,764,770,780,782,784,789,838,842,851,865,877,881,881,887,903,907,913,925,933,935,942,956,981,1011,1059,1069,1066,1073,1080,1728,1088,1098,1099,1117,1136,1147,1154,1157,1157.5,1158,1166,1175,1183,1213,1215,1224,1237,1253,1252,1292,1308,1318,1324,1326,1333,1343,1345,1376,1378,1385,1393,1418,1420,1424,1435,1457,1471,1524,1558,1595,1614,1639,1668,1891,1967,1986,2047,2160,2234,2382,2610,2695,2832,2905,3053,3236,3561,3781,4018,4084,4316,4529,4768,4957,5137,5298,5405,5614,5680,6214,6500,6778,7067,7328,7457,7856,8192,8544,8929,9210,9765,9867,10306,10641,10817,11289,11936,12009,12128,12559,12818,13000,13445,13510,13510,13957,14203,14451,14690,14934,15033,15372,15481,15502,15638,15661,16083,16175,16172,16621,16722,16956,17125,17329,17552,17591,17969,18440,19126,19383,19616,19703,19734,20441,21148,21436,21967,22622,23063,23258,23433,23747,24043,24268,24629,24866,24884,25227,25535,25764,25975,26200,26331,26816,27133,27354,27471,27879,28299,28743,28867,28949,30094,30210,30865,31316,31572,31626,32370,32939,33217,33606,34463,34799,34836,35119,35913,36555,37083,37549,37818,38068,39383
US Rhode Island,1059361,2678,39429,3721.9606913979,0.7536555995,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,4,5,9,13,19,19.5,17,18,25,34,49,60,71,88,102,118,141,174,199,256,354,422,488,581,625,713,818,986,1181,1431,1689,1956,2371,2638,2916,3096,3357,3652,4029,4306,4572,4887,5244,5617,5984,6385,6789,7075,7347,7542,7852,8206,8548,8854,9033,9204,9488,9765,10101,10354,10562,10830,11005,11180,11373,11548,11754,11970,12204,12322,12457,12660,12837,12992,13177,13285,13369,13412,13557,13686,13807,13975,14079,14155,14236,14329,14423,14531,14627,14695,14744,14780,14845,14943,15022,15096,15145,15177,15234,15282,15327,15395,15453,15489,15516,15575,15643,15692,15734,15801,15837,15859,15887,15926,15989,16047,16067,16094,16118,16168,16208,16226.5,16242,16310,16368.3333333333,16426.6666666667,16483,16583,16633,16704,16786,16823,16860,16894,16975,17050,17134,17210,17306,17403,17500,17709,17782,17931,18001,18074.6666666667,18149.3333333333,18223,18366,18454,18583,18708,18797,18871,18899,19014,19088,19196,19289,19392,19467,19524,19642,19744,19816,19967,20117,20205,20243,20313,20392,20522,20612,20785,20828,20874,20924,20997,21058,21155,21393,21425,21475,21493,21574,21676,21798,21889,21988,22020,22137,22244,22371,22502,22679,22760,22811,22919,23051,23184,23051,23152,23264,23287,23417,23601,23765,23924,24087,24211,24260,24432,24607,24872,25117,25397,25567,25647,25772,25972,26243,26490,26774,27055,27137,27437,27909,28372,28894,29352,29625,29791,30208,30701,31062,31620,32151,32623,32850,33265,33838,34462,35086,35875,36440,36700,37473,38441,39429
