Country/Region,Population,Area,Maximum,"Per 100,000 inh.",% Confirmed,Blank 2,Comments,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26
US South Carolina,5148714,77857,186173,3615.9126337179,0.8827339323,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,3,0,3,10,11,34,39.5,50,112,151,254,310,361,389,425.5,459,692,843,986,1186,1447,1626.5,1798,1929,2113,2293,2412,2642,2915,3041,3145,3262,3376,3453,3549.5,3675,3979,4102,4133,4156,4456,4612,4769,4923,5159,5220.5,5258,5526,5724,5878,6109,6246,6300.5,6358,6537,6632,6723,7106,7218,7350,7481,7592,7719,7924,8124.5,8322,8442,8555,8597.5,8650,9100,9350,9550,9621,9848,10048,10200,10538,10795,11261,11546,11808,12034,12384,12814,13272,13633,14141,14555,15076,15748,16476,17244,18079,18658,19251,19790,20764,21838,22973,23873,24874,25767,27013,28117,29406,30988,32359,33672,35406,36921,38631,40436,42251,43692,45216,46131,47624,49357,51034,53234,55157,56662,58824,60630,62416,64348,65861,68209,69652,71490,73148,74663,76645,78001,79168,80368,82011,83702,85386,86812,88339,89519,90663,91847,93112,94396,95760,96967,97931,98648,99601,100401,101281,102186,103184,103788,104233,104915,105617,106513,107532,108418,109101,109644,110576,111151,111623,112923,114209,115260,115915,116748,117371,118538,120148,121101,121753,122395,122665,122951,123313,125749,126655,128538,129343,130111,130744,132046,132909,133798,134255,134668,137318,138184,139193,140372,141722,142335,142896,144058,144349,144716,145570,147254,147932,148498,149274,149997,151000,151899,152828,153604,154232,155041,155933,157217,158357,159279,160054,160663,161525,162372,163493,164544,165326,166642,167460,168517,169415,170507,171493,172502,173911,174774,175796,176688,177438,178641,180468,181405,182103,183425,184678,186173
US South Dakota,884659,196350,59867,6767.2402586759,0.7862546295,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,8.3333333333,8.6666666667,9,10,10,11,12,15.5,19,24,24,35,40,52,62,84,95,102,123,158,180,205,233,281,312,385,438,526,616,719,857,977,1155,1294,1390,1521,1614,1664,1731,1829,1925,2009,2113,2178,2211,2274,2334,2406,2481,2544,2587,2624,2675,2733,2857,3094,3343,3467,3564,3613,3678,3738,3828,3897,3925,3965,4023,4115,4186,4291,4403,4498,4521,4585,4641,4720,4792,4885,4918,4959,4990,5084,5169,5196,5286,5357,5390,5440,5520,5578,5654,5742,5807,5837,5875,5957,6012,6061,6128,6200,6229,6255,6321,6378,6428,6517,6572,6607,6655,6715,6778,6862,6912,6945,6987,7045,7123,7215,7279,7332,7376,7401,7449,7523,7565,7659,7728,7771,7808,7883,7940,8002,8056,8159,8249,8298,8346,8494,8537,8614,8715,8802,8867,8925,9013,9116,9212,9317,9444,9502,9552,9653,9735,9859,9951,10107,10193,10276,10397,10522,10714,10962,11103,11252,11386,11678,12017,12340,12759,13138,13325,13565,13811,14144,14398,14689,14907,15098,15201,15369,15624,15901,16219,16420,16583,16771,17068,17450,17838,18196,18448,18621,18941,19376,19825,20277,20847,21255,21450,21709,22098,22832,23215,23671,24095,24275,24546,25573,26064,26859,27581,28189,28550,28964,29831,30609,31390,32186,32832,33398,34011,34584,35535,36692,37618,38667,39204,40190,41433,42433,43991,45371,46680,47206,48210,49117,50446,51898,53199,54585,55492,56513,57847,59867
US Tennessee,6829174,106798,292206,4278.7897921476,0.8292448975,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,5,9.5,15,20,26,32,39,50,74,122,191,328,461,550,595,705,863,1105,1272,1436,1725,2115,2548,2704,2925,3176,3485,3650,3981,4196,4464,4694,4936,5127,5426,5635,5884,6063,6385,6553,6860,7019,7168,7603,8029,8485,8947,9424,9667,9787,10093,10448,11601,12366,12879,13270,13385,13629,13783,14126,14439,14649,15206,15768,16017,16343,16610,16924,17024,17644,17997,18144,18560,18986,19372,19727,20186,20530,20870,21238,21617,22094,22531,23071,23882,24325,24611,25005,25547,25855,26413,27033,27505,27971,28549,28957,29848,30568,31226,31534,32209,33384,33809,34456,34900,35638,36550,37324,38721,39434,40493.5,41548,42742,44532,46094,47897,49302,50588,51308,52643,55098,56666,58608,60042,60993,64296,65810,68041,70507,72759,75269,77042,78662,80827,83273,85801,87872,89581,92713,95256,97773,99533,101558,104633,106839,108261,109249,111015,112646,114862,117233,119022,121145,122326,123287,124745,126838,128757,130022,131961,132990,133997,136003,137360,139007,140221,142072,142735,143521,145422,147191,148790,150216,151037,152836,154202,155680,157382,158401,160146,161908,162876,163493,164312,165927,167507,168517,169447,171885,172811,174633,175639,177982,178879,180937,181812,182527,184067,184839,186722,188133,190228,190958,191814,193311,194568,195532,196692,198301,200777,202423,204485,206436,207927,209549,211586,214519,215622,217297,219564,220152,222786,225391,228682,230115,232383,234398,237972,240497,243992,246256,248102,250459,253092,255636,256795,257533,260664,262362,265754,267643,268942,274004,277585,283469,285375,288915,292206
US Texas,28995881,676587,972685,3354.5626704703,0.85053462,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,9,5,16,24,22,23,23,25,73,104,199,207,212,256,797,1197,1505,1798,2281,2590,2948,3633,4276,4902,5657,6335,6781,7745,8810,9669,11078,11938,12836,13243,13934,14760,15673,16555,17413,18056,18574,19290,20121,20971,21802,22724,23543,24197,25038,25896,26871,27957,29217,30212,30985,32000,33003,33950,35129,36354,37363,38342,39512,40841,42250,43572,45373,46112,47015,48214,49589,50501,51661,52690,53518,54141,54707,56036,57856,59067,60381,62311,62897,64539,66209,67815,69473,71388,72796,73424,75033,77508,79287,81356,83645,85461,86705,90782,93854,97326,100730,105127,108964,112226,117655,123108,128999,134611,140259,145536,149776,156664,164630,172416,179797,187925,191281,196537,206434,216216,225825,235394,245577,253620,258600,269181,276175,286382,301003,310893,318193,325418,334478,344121,353322,361730,367503,373197,377433,385555,394273,402818,411344,420645,426266.5,431980,440931,449328,456692,463473,470217,474992,479422,489044,495015,501505,508327,516418,523072,530414,537551,544386,549468,554349,559731,564065,566892,573177,578445,583884,587771,592387,596164,598758,602990,607189,610757,616116,620467,623417,625453,626797,630662,634542,637992,642104,643912,647912,653142,659061,662996,666346,670076,672509,682354,700096,703369,707585,712120,716912,718575,723185,726662,732250,735689,739101,746026,748880,752281,756348,760355,764508,768455,772604,774974,777612,782820,787382,791989,797744,802539,805702,807576,815363,820489,826647,832983,839371,843632,848306,855504,860990,867673,874131,881126,885296,889678,897077,906517,914881,922243,930082,935678,942431,953480,964430,972685
US Utah,3205958,212818,142805,4454.3627832929,0.7765277158,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,4,15,26,35,46,56,71,105,128,173,244,286,333,389,463,584,701,788,868,992,1053,1223,1403,1578,1647,1706,1812,1941,2063,2165,2262,2322,2367,2497,2637,2759,2882,3019,3163,3240,3387,3551,3721,3882,4056,4165,4270,4420,4597,4751,4903,5095,5237,5361,5505,5632,5826,6006,6154,6264,6331,6515,6643,6806,6956,7125,7271,7405,7593,7757,7937,8139,8271,8397,8493,8578,8790,9125,9394,9658,9856,10057,10348,10661,11097,11643,11908,12164,12396,12701,13088,13411,13814,14146,14440,14765,15171,15663,16244,16887,17278,17716,18106,18583,19169,19843,20416,20885,21448,21991,22483,23036,23631,24299,24709,25222,25782,26495,27089,27950,28581,29210,29749,30192,30599,31545,32268,33022,33806,34212,34691,35251,35769,36627,37288,37637,38064,38506,38843,39343,39836,40339,40812,41165,41538,41951,42534,42992,43366,43742,44000,44355,44689,45021,45569,45914,46245,46487,46748,47111,47568,48026,48394,48693,48941,49343,49747,50127,50517,50973,51421,51671,51967,52385,52889,53402,53832,54220,54592,54916,55229,55575,56227,56799,57422,57985,58543,59288,60199,61301,62376,63294,63912,64556,65425,66618,68025,69037,70098,70920,71614,72515,73521,74620,75685,77075,78177,78888,79889,81384,82723,84076,85272,86258,87241,88375,89863,91356,92693,93780,94948,96023,97381,98917,100860,102459,104223,105422,106556,108125,109953,112231,113946,115792,116983,118643,120745,123536,126506,129448,131828,134071,136577,138886,142805
US Vermont,623989,23871,2587,414.5906418222,0.6759864123,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,11,27,32,54,74,102,137,162,189,209,229,265,291,329,355,425,474,505,537,568,591,637,669,687,708,714,723,732,743,752,762,765,768,776,779,781,790,799,802,809,811,813,826,832,843,847,852,855,860,862,864,872,872.5,873,875,876,876,877,885,887,889,891,893,895,897,899,901,907,912,916,919,920,922,926,928,933,935,970,971,990,1007,1019,1028,1039,1054,1063,1069,1071,1072,1075,1074,1079,1088,1091,1103,1107,1108,1128,1135,1142,1144,1146,1152,1153,1154,1171,1180,1182,1193,1195,1198,1200,1216,1221,1227,1240,1245,1249,1262,1268,1277,1281,1293,1303,1309,1314.5,1319,1327,1338,1342,1344,1347,1348,1349,1356,1363,1368,1369,1373,1378,1387,1390,1396,1401,1404,1414,1420,1426,1443,1451,1457,1469,1472,1475,1479,1483,1495,1499,1508,1514,1519,1528,1531,1547,1558,1566,1577,1579,1581.5,1584,1589,1590,1593,1596,1598,1603,1610,1619,1626,1638,1644,1645.5,1647,1648,1652,1657,1661,1663,1664,1666,1673,1681,1684,1687,1691,1694,1697,1710,1720,1727,1759,1763,1769,1780,1788,1799,1810,1818,1828,1831,1845,1857,1868,1879,1888,1898,1913,1929,1958,1984,2014,2024,2054,2061,2082,2096,2120,2137,2160,2178,2207,2242,2264,2284,2329,2352,2398,2471,2587
US Virgin Islands,104425,350,70,67.0337562844,0.985915493,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3.3333333333,3.6666666667,4,4.2,4.4,4.6,4.8,5,5.0909090909,5.1818181818,5.2727272727,5.3636363636,5.4545454545,5.5454545455,5.6363636364,5.7272727273,5.8181818182,5.9090909091,6,6.1111111111,6.2222222222,6.3333333333,6.4444444444,6.5555555556,6.6666666667,6.7777777778,6.8888888889,7,7.012195122,7.0243902439,7.0365853659,7.0487804878,7.0609756098,7.0731707317,7.0853658537,7.0975609756,7.1097560976,7.1219512195,7.1341463415,7.1463414634,7.1585365854,7.1707317073,7.1829268293,7.1951219512,7.2073170732,7.2195121951,7.2317073171,7.243902439,7.256097561,7.2682926829,7.2804878049,7.2926829268,7.3048780488,7.3170731707,7.3292682927,7.3414634146,7.3536585366,7.3658536585,7.3780487805,7.3902439024,7.4024390244,7.4146341463,7.4268292683,7.4390243902,7.4512195122,7.4634146341,7.4756097561,7.487804878,7.5,7.512195122,7.5243902439,7.5365853659,7.5487804878,7.5609756098,7.5731707317,7.5853658537,7.5975609756,7.6097560976,7.6219512195,7.6341463415,7.6463414634,7.6585365854,7.6707317073,7.6829268293,7.6951219512,7.7073170732,7.7195121951,7.7317073171,7.743902439,7.756097561,7.7682926829,7.7804878049,7.7926829268,7.8048780488,7.8170731707,7.8292682927,7.8414634146,7.8536585366,7.8658536585,7.8780487805,7.8902439024,7.9024390244,7.9146341463,7.9268292683,7.9390243902,7.9512195122,7.9634146341,7.9756097561,7.987804878,8,8.1538461538,8.3076923077,8.4615384615,8.6153846154,8.7692307692,8.9230769231,9.0769230769,9.2307692308,9.3846153846,9.5384615385,9.6923076923,9.8461538462,10,13.3333333333,16.6666666667,20,21.25,22.5,23.75,25,28,31,34,40,46,49.2,52.4,55.6,58.8,62,62.375,62.75,63.125,63.5,63.875,64.25,64.625,65,65.6,66.2,66.8,67.4,68,68.2857142857,68.5714285714,68.8571428571,69.1428571429,69.4285714286,69.7142857143,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
US Virgin Islands,104425,350,1399,1339.7175005985,0.9197896121,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,6,10.5,16,16.5,17,17.5,18,21,22,29,30,31,32,36,37,39,40,41,42,43,47,48,47.2857142857,47.5714285714,47.8571428571,48.1428571429,48.4285714286,48.7142857143,49,49.3333333333,49.6666666667,50,50.25,50.5,50.75,51,53,54,54.5,56,60,60.25,60.5,60.75,61,61.25,61.5,61.75,62,62.5,63,63.0454545455,63.0909090909,63.1363636364,63.1818181818,63.2272727273,63.2727272727,63.3181818182,63.3636363636,63.4090909091,63.4545454545,63.5,63.5454545455,63.5909090909,63.6363636364,63.6818181818,63.7272727273,63.7727272727,63.8181818182,63.8636363636,63.9090909091,63.9545454545,64,64.3333333333,64.6666666667,65,65.1666666667,65.3333333333,65.5,65.6666666667,65.8333333333,66,66.2,66.4,66.6,66.8,67,67.25,67.5,67.75,68,69,70,70.6666666667,71.3333333333,72,74,75,75.75,76.5,77.25,78,84,86,92,105,105.5,106,110,115,137,146,160,174,199,217.5,235,241,255,275,289,296,300,312,327,335,343,352,355,366,376,386.5,397,412,421,430,454,472,491,512,518,537,550.5,564,625,668,690,720,727,746,781,813,854,916,944,955,967,980,1012,1034,1057,1099,1110,1115,1120,1124,1125,1131,1148,1162,1171,1172,1175,1178,1182,1192,1201,1202,1205,1212,1218,1222,1235.5,1249,1252.5,1256,1258,1270,1276,1286.5,1297,1297.5,1298,1300.5,1303,1305,1305.5,1306,1301,1300.5,1300,1301,1303,1303.5,1304,1305,1306,1307,1306,1308,1311,1314,1314.6666666667,1314.3333333333,1314,1320,1323,1323.6666666667,1324.3333333333,1325,1328,1330,1334.5,1339,1353,1354,1355,1362,1365,1366,1367,1374.5,1382,1384.5,1387,1393,1399
US Virginia,8535519,102279,193998,2272.8319156691,0.8475229358,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,20.5,23,26,40,43,53,68,100,168,200,227,316,351,483,609,749,871,1096,1289,1498,1781,2149,2360,2578,3009,3296,3670,4099,4641,4826,5289,5679,5978,6337,6910,7437,7877,8306,8917,9553,10229,10782,11539,12131,12685,13448,14034,14891,15924,16729,17662,18478,19215,19839,20471,21206,22037,22910,23862,24564,25465,26475,27314,28313,29013,29748,30738,31480,32692,33497,34289,34772,36250,37846,38735,39881,40999,42070,43061,43846,44669,45322,46270,46930,47790,49070,49631,50093,50516,50972,51511,52145,52774,53146,53568,53989,54422,54948,55594,56141,56612,57113,57609,58009,58612,59285,59770,60221,60810,61211,61728,62380,63084,63721,64071,64692,65324,65934,66864,67707,68592,69560,70348,71402,72290,73259,74158,75212,76157,77127,78119,78938,80047,81287,82241,83745,84650,85641,86541,87518,88420,89401,90721,91855,92639,93440,95446,96746,97619,98278,99251,100006,101107,102288,103182,104118,104841,105670,106378,107230,108198,109395,110288,110946,111949,112761,113817,114881,116087,117023,117851,118776,119658,120748,121830,122737,123911,124550,125347,126200,127412,128504,129796,130655,131399,132327,133151,134232,135452,136385,137238,137862,138719,139287,140164,141089,142054,142786,143232,144144,144890,145333,146279,147381,148437,149100,149697,150176,152011,153110,154327,155137,155989,157205,157994,159305,160481,161584,162483,163170,164088,165095,166416,167602,168668,169664,170562,171683,173013,174425,175854,177391,178592,179612,180844,181976,183306,184858,186935,188237,189535,190933,192498,193998
US Washington,7614893,172119,118979.5,1562.4579360472,0.7730660273,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,87,114,145,191,241,342,463,618,819,954,1045,1334,1584,1853,2158,2433,2600,2765,3207,3623,4049,4468,4915,5185,5412,5958,6407,6848,7225,7626,7820,7974,8354,8756,9094,9450,9754,9903,9919,10279,10565,10872,11166,11504,11669,11759,12089,12352,12614,12880,13209,13361,13458,13817,14098,14409,14644,14953,15056,15132,15517,15774,16034,16293,16539,16661,16718,17008,17249,17549,17803,18055,18168,18225,18544,18836,19099,19389,19699,19837,19934,20077,20473,20809,21095,21436,21574,21665,22071,22482,22855,23190,23564,23716,23816,24321,24723,25083,25474,25855,26044,26174,26691,27175,27624,28154,28668,28972,29159,29873,30478,31139,31789,32394,32868,33132,34102,35043,35916,36768,37205,37429,37712,38678,39719,40667,41506,42333,42846,43181,44244,45175,46107,46925,47794,48318,48624,49610,50690,51687,52553,53317,53780,54085,55058,55958,56814,57539,58214,58605,58822,59647,60482,61183,61876,62520,62873,63061,63858,64537,65129,65731,66344,66674,66824,67464,68052,68599,69038,69469,69645,69706,69728,69740,69727,70176,70712,71310,72329,72471.5,72620,72919,73346,73819,74298,74799,75198,75552,75939,76386,76931,77376,77726,78038,78365,78688,79072,79470,79757.5,80057,80406,81035,81282.5,81525,82055,83036,83640,84079,84427,84831,85301,85884,86571,87180,87635,88018,88381,88922,89629,90264,90739,91609,92454,92805,93156,93826,94528,95835,96065,96283,96750,97458,98094,98906,100474,100767.5,101040,101545,102261,103050,104054,104982,105796,106806,107440,108888,109947,111622,113392,114712,115915,117321,118979.5
US West Virginia,1792147,62259,30185,1684.2926389409,0.6832277048,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,12,16,35,46,71,91,105,117,153,181,204,224,266,306,321,386,436,494,522,545,577,590,603,664,698,708,737,813,852,864,889,916,937,967,990,1009,1022,1037,1058,1074,1105,1124,1139,1170,1179,1217,1239,1263,1288,1294,1297,1324,1353,1367,1382,1415,1416,1432,1467,1515,1532,1633,1675,1690,1770,1782,1821,1865,1886,1922,1929,1953,1983,2004,2031,2043,2055,2064,2077,2096,2120,2141,2166,2196,2205,2248,2283,2325,2342,2392,2449,2457,2487,2534,2566,2617,2666,2721,2774,2808,2835,2954,3026,3041,3162,3342,3360,3606,3723,3880,3971,4104,4153,4296,4445,4542,4667,4778,4925,5025,5075,5082,5426,5568,5690,5821,5913,6026,6173,6269,6485,6575,6694,6813,6887,6993,7111,7263,7387,7516,7575,7688,7818,7952,8072,8245,8351,8418,8509,8571,8745,8823,8942,9026,9065,9145,9286,9376,9561,9702,9844,9975,10227,10352,10551,10740,10981,11102,11263,11344,11489,11692,11844,12189,12365,12483,12631,12846,13076,13328,13517,13696,13810,14020,14135,14336,14577,14777,14966,15127,15305,15457,15631,15911,16069,16229,16343,16528,16726,16907,17285,17491,17705,17857,18123,18382,18639,19129,19344,19624,19835,20050,20262,20577,20905,21210,21404,21693,22160,22511,22911,23425,23886,24301,24650,24995,25375,25924,26448,27084,27742,28138,28634,29506,30185
US Wisconsin,5822434,140268,306157,5258.2304926084,0.7690377389,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10,17,24,42,67,97,143,198,259,357,389,433,568,695,841,997,1132,1268,1415,1639,1843,2058,2265,2423,2636,2822,3033,3186,3403,3556,3692,3799,3946,4145,4320,4512,4679,4837,5013,5156,5404,5637,5980,6317,6563,6752,6973,7239,7618,8105,8467,8774,9079,9429,9781,10134,10534,10895,11184,11406,11614,11910,12319,12776,13290,13665,13847,14085,14653,15166,15707,16198,16606,16925,17206,17842,18395,19154,19691,19872,20042,20452,20949,21474,21869,22193,22468,22689,22984,23313,23675,24029,24312,24563,24762,25060,25336,25790,26110,26523,26812,27075,27363,27827,28289,28847,29399,29880,30206,30829,31391,31971,32591,33357,33889,34377,34899,35538,36325,37214,38182,38978,39482,40436,41279,42213,43127,44145,44993,45719,46868,47606,48684,49730,50712,51675,52276,53051,53970,55054,55902,57013,57944,58355,59112,60043,60911,61953,63124,63746,64267,65021,65546,66503,67560,68420,69116,69585,70285,70984,71749,72590,73550,74029,74443,75130,75901,76803,77663,78513,79082,79350,80375,80945,81683,83218,84214,85103,85676,86418,87322,88907,90341,91764,93388,94204,95628,97103,99216,101791,104174,105904,107196,108917,110796,113265,115878,118763,121003,122733,125146,127576,130558,133360,136414,138340,140038,142078,144491,147742,150857,153799,156502,158507,161864,165139,169119,173198,175773.3333333333,178393.6666666667,181029,185657,189962,193554,198133,202758,206525,209518,214947,219005,224084,229379,235131,238672,242164,248165,254362,260561,266891,274360,278760,283222,290540,298006,306157
US Wyoming,578759,251470,20264,3501.2846452496,0.6587562173,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,10,15,18,19,23,24,26,29,44,53,70,82,86,93,108,128,148,160,185,195,208,210,297,313,333,336,357,366,376,386,394,405,415,419,421,434,440,446,466,484,495,513,529,537,552,559,572,578,588,594,620,624,632,641,650,657,662,675,686,701,725,738,749,759,770,784,786,796,821,826,833,842,858,873,880,885,892,894,897,903,913,919,927,940,950,960,989,1007,1030,1040,1059,1069,1094,1124,1153,1159,1177,1210,1234,1261,1305,1347,1371,1396,1429,1465,1492,1526,1558,1582,1610,1651,1686,1715,1749,1765,1814,1837,1879,1925,1959,2000,2043,2082,2100,2160,2211,2261,2320,2377,2418,2447,2492,2560,2599,2656,2696,2739,2778,2815,2850,2889,2924,2963,2976,3013,3005,3036,3049,3082,3146,3190,3249,3294,3322,3389,3427,3482,3501,3537,3561,3592,3642,3680,3721,3742,3778,3796,3820,3865,3890,3940,3957,3983,4018.5,4054,4101,4149,4214,4247,4296,4342,4388,4516,4599,4694,4727,4818,4891,4963,5116,5251,5366,5411,5579,5700,5764,5891,6026,6157,6308,6447,6572,6709,6838,7024,7267,7387,7543,7725,7887,8100,8288,8578,8729,8938,9224,9433,9743,10014,10440,10700,10927,11363,11679,12019,12380,12901,13154,13579,14023,14464,14889,15233,16229,16421,17134,17808,19040,19159,20264
